	sex	job	blood_group	name	race	address	birthdate	current_location	ssn
639	M	Patent examiner	B-	Timothy Williams	Black	"6174 Michelle Fords
Lopezmouth, MD 81660"	04 Apr 1988	(Decimal('74.7465375'), Decimal('124.496946'))	855-46-1497
640	F	Designer, multimedia	O-	Megan Mcconnell	White	"561 Daniel Harbors Apt. 443
South Megan, NH 65910"	1915/05/23	(Decimal('73.8048705'), Decimal('-161.259154'))	030-92-6611
641	F	Designer, ceramics/pottery	O-	Judy Bender	Black	"18515 Paul Station
New Amytown, ND 19812"	1966-01-11	(Decimal('-64.1109585'), Decimal('81.832551'))	301-64-0956
642	M	Consulting civil engineer	B+	Charles Gomez	White	"55070 Christine Ranch
Flynnchester, NH 85758"	1932-08-25	(Decimal('0.2297905'), Decimal('-166.601207'))	655-65-8851
643	M	Horticultural consultant	B+	Anthony Baker	Asian	"8841 Smith Road Apt. 332
Cherylborough, MN 80610"	1912/07/21	(Decimal('-48.3142295'), Decimal('24.771127'))	766-60-9533
644	M	Restaurant manager, fast food	B-	Ryan Morris	White	"USS Henry
FPO AP 03027"	10/07/1913, 00:00:00	(Decimal('-11.0105785'), Decimal('164.428411'))	414-61-4818
645	F	Lecturer, further education	B-	Denise Buchanan	Indian	"89949 Michael Brook Suite 123
Parkerland, CO 85620"	05/15/1941, 00:00:00	(Decimal('-48.2925475'), Decimal('-81.714871'))	626-78-1200
646	M	Psychologist, forensic	B+	Michael Moore	White	"831 Cooper Terrace Apt. 196
Carrollmouth, MA 34353"	1949/03/11	(Decimal('-43.3899515'), Decimal('-173.261506'))	803-44-9641
647	F	Air cabin crew	B-	Kimberly Farrell	White	"6572 Howard Falls
Patrickborough, MA 75770"	1954/11/17	(Decimal('-60.739053'), Decimal('0.095351'))	836-13-5938
648	F	Teacher, music	B+	Lisa Richard	White	"460 Kirby Center Suite 099
Grayville, MO 17726"	1985/04/13	(Decimal('-9.686678'), Decimal('-148.072460'))	405-64-7806
649	M	Paramedic	B+	Craig Thomas	Black	"7164 Thompson Extensions Suite 233
West Rebecca, WI 40287"	10/29/2014, 00:00:00	(Decimal('-72.9639615'), Decimal('159.125679'))	600-04-2881
650	F	Engineer, manufacturing systems	A-	Debra Bowman	White	"263 Austin Cove
North Nicholas, WI 11139"	1955/09/29	(Decimal('58.0286815'), Decimal('135.316926'))	847-14-0564
651	F	Surveyor, insurance	AB-	Amber Bryan	Black	"Unit 4252 Box 1388
DPO AA 16272"	1981-02-02	(Decimal('86.2162635'), Decimal('40.610261'))	797-05-6660
652	F	Telecommunications researcher	O+	Kathryn Rodriguez	Hawaiian	"PSC 8621, Box 9724
APO AA 21537"	1970-07-31	(Decimal('54.0532955'), Decimal('39.076951'))	846-19-1005
653	M	Insurance underwriter	A-	Scott Watts	White	"749 Miguel Harbors
Denisetown, CT 94822"	1990/11/29	(Decimal('64.0587465'), Decimal('-16.764662'))	088-27-3065
654	M	Risk analyst	A-	Brandon Ellis	White	"6380 Contreras Drive Apt. 587
New Jefffort, NE 01441"	1956/01/01	(Decimal('-23.402798'), Decimal('117.284448'))	566-97-2789
655	F	Intelligence analyst	A+	Jacqueline Brooks	Black	"098 Melinda Squares Apt. 573
Port Jamesburgh, TN 19293"	27 Jun 1962	(Decimal('-50.939386'), Decimal('172.863068'))	049-91-5715
656	M	Homeopath	B+	Sean James	White	"11274 Diana Falls Apt. 689
Port Matthewfort, SD 16403"	02/28/1941, 00:00:00	(Decimal('-80.918835'), Decimal('-138.552442'))	042-41-2554
657	F	Company secretary	A-	Savannah Roberts	White	"2657 Michelle Branch Suite 745
Wellsview, ME 00515"	1968-12-12	(Decimal('53.8431015'), Decimal('-96.408504'))	220-12-8681
658	M	Librarian, public	B-	Benjamin Reed	Hawaiian	"21582 Shawn Path Apt. 167
Port Adriana, MD 82612"	1916/02/08	(Decimal('-62.212780'), Decimal('83.827343'))	508-30-0318
659	M	Medical physicist	AB+	John Cook	Asian	"78685 Gilmore Islands Suite 306
Chungton, TN 99920"	12/14/2010, 00:00:00	(Decimal('-72.5515605'), Decimal('-107.181454'))	520-75-7201
660	F	Editor, film/video	A+	Tiffany Rios	White	"Unit 4050 Box 4883
DPO AE 36890"	12/04/1978, 00:00:00	(Decimal('89.718608'), Decimal('82.815603'))	479-28-4367
661	M	Commissioning editor	AB+	Robert Anderson DDS	White	"65781 Jeffrey Avenue Suite 810
Derrickberg, WI 05187"	01/29/2007, 00:00:00	(Decimal('63.266078'), Decimal('-133.078780'))	857-87-8576
662	M	Museum/gallery conservator	B+	Ryan Rodriguez	white	"927 Kevin Summit
Reyesfurt, SD 09193"	24 Feb 1906	(Decimal('55.1753055'), Decimal('176.785937'))	147-21-6857
663	M	Librarian, academic	B+	Michael Pacheco	White	"805 Maureen Junctions Suite 417
Scottchester, NY 35388"	1925/12/17	(Decimal('4.189253'), Decimal('-26.373362'))	090-10-4245
664	M	Psychotherapist, child	B+	Eugene Baird	Asian	"Unit 8215 Box 3221
DPO AE 18484"	12/29/2000, 00:00:00	(Decimal('9.3321755'), Decimal('103.391135'))	552-75-9755
665	F	Designer, furniture	AB+	Ashley Mathis	Black	"968 Fernandez Radial Suite 692
South Jamesbury, ND 79297"	12/12/1954, 00:00:00	(Decimal('5.6237865'), Decimal('-87.974413'))	164-52-2756
666	F	Chartered certified accountant	O+	Pamela Ellis	Black	"5128 Escobar Passage Suite 624
Alexanderland, NJ 51178"	18 Dec 1978	(Decimal('33.097095'), Decimal('78.526553'))	570-24-7013
667	F	Public relations account executive	AB+	Lisa Gonzalez	White	"124 Oliver Bypass
Jacobsberg, ME 95050"	21 Jan 1983	(Decimal('12.3354325'), Decimal('76.638033'))	368-90-7268
668	F	Designer, industrial/product	A-	Tiffany Johns	White	"135 Wong Brooks
Katherineberg, MD 13113"	1969-05-31	(Decimal('-55.9836285'), Decimal('71.014279'))	694-71-5031
669	F	Designer, textile	B+	Nancy Brewer	Asian	"5724 Reid Estates Suite 549
Cunninghamshire, SD 55954"	22 Feb 1920	(Decimal('35.0409895'), Decimal('-52.352525'))	656-88-2482
670	F	Advertising copywriter	AB+	Nicole Shaffer	White	"47156 Joseph Keys Apt. 420
Kathleenville, CO 34818"	03 Dec 1939	(Decimal('-48.6427485'), Decimal('-137.267157'))	082-99-8477
671	M	Illustrator	B-	Christopher Duncan	White	"9100 Adam Center
Johnfort, NJ 92355"	10 Dec 1960	(Decimal('-50.348867'), Decimal('-141.497111'))	534-22-2488
672	F	Psychotherapist, child	A+	Jennifer Miller	blsck	"878 Valerie Springs Suite 601
North Teresa, WI 60710"	25 Jun 1997	(Decimal('8.5845575'), Decimal('90.470812'))	775-41-4107
673	F	Arboriculturist	B+	Cindy Cruz	Black	"97754 Parker Neck Apt. 083
South Michaelstad, WA 04226"	1956-08-28	(Decimal('1.642600'), Decimal('32.238981'))	341-03-6971
674	M	Police officer	A-	Nicholas Oconnor	White	"47956 Judy Valley Suite 872
Grossfort, NC 16622"	16 Jul 1924	(Decimal('38.926426'), Decimal('-176.309256'))	240-91-0726
675	F	Designer, fashion/clothing	A+	Donna Shaw	Black	"94568 Marquez Motorway
Summerstad, OK 86832"	01/03/1940, 00:00:00	(Decimal('-89.478816'), Decimal('-143.205901'))	553-40-2808
676	F	Analytical chemist	O+	April White	White	"29165 Bryan Green
Camposshire, OK 87897"	1908-12-24	(Decimal('19.1646285'), Decimal('84.027015'))	373-08-2563
677	F	Surveyor, planning and development	A-	Shannon Lee	White	"5205 Montgomery Rapid
Melissatown, AK 32859"	03 Jan 1983	(Decimal('-2.760700'), Decimal('33.151322'))	065-20-5147
678	F	Theatre director	O-	Dr. Dana Young	White	"25124 Chapman Fork Apt. 305
Port Lauraland, LA 80610"	07/16/1912, 00:00:00	(Decimal('-79.3357965'), Decimal('-57.766144'))	263-86-8484
679	M	Recruitment consultant	AB-	Ryan Phillips	Asian	"5130 Adams Vista Apt. 046
Flowersland, ID 08902"	1926-11-09	(Decimal('-88.7824295'), Decimal('-73.345385'))	636-64-9009
680	F	Programmer, multimedia	A-	Christine Miller	White	"33970 Morris Courts Suite 437
Port Brian, LA 16324"	02 Jul 1955	(Decimal('-45.805635'), Decimal('-166.378121'))	452-24-4993
681	M	Warehouse manager	A+	Adrian Perkins	White	"89276 Bell Inlet Apt. 605
Smithfort, ME 89780"	1975/10/22	(Decimal('8.5018845'), Decimal('-104.631883'))	168-59-8196
682	F	Engineer, civil (consulting)	B+	Phyllis Crane	White	"3149 Katie Pine
South Alexandramouth, IN 93547"	1915/07/07	(Decimal('68.1399625'), Decimal('177.302423'))	738-66-0392
683	M	Scientist, research (medical)	O+	Harry Singleton	Indian	"17933 Henry Trail Suite 328
Lake Deborah, WY 04887"	21 Sep 1950	(Decimal('7.320502'), Decimal('-155.015562'))	768-57-8189
684	F	Designer, exhibition/display	B-	Jessica Burke	White	"1293 Washington Mission
New Jeremyfort, IL 23685"	12 Aug 1916	(Decimal('59.2728835'), Decimal('50.380387'))	049-59-9070
685	M	Conference centre manager	A+	Alejandro Ramsey	Black	"8600 Paul Viaduct Apt. 125
Lucashaven, GA 44956"	02/17/1911, 00:00:00	(Decimal('-23.412199'), Decimal('-2.470291'))	722-87-4171
686	M	Forensic scientist	AB-	Marcus Hamilton	White	"8560 Robert Mission
Diazville, KS 70319"	02/28/2012, 00:00:00	(Decimal('57.380302'), Decimal('103.425272'))	835-03-6331
687	M	Occupational hygienist	A-	Aaron Mcgee	White	"28381 Laurie Viaduct
Jamesville, MI 99584"	2008-09-08	(Decimal('69.0349895'), Decimal('-95.774067'))	328-49-1947
688	F	Buyer, retail	O+	Caitlin Anderson	White	"149 William Flat Apt. 242
Olsonbury, CO 08818"	29 Dec 2009	(Decimal('18.414312'), Decimal('100.730222'))	071-75-1236
689	M	Catering manager	O-	Scott Rosales	Black	"431 Jensen Rapid
South Davidbury, MO 54920"	24 Jun 1971	(Decimal('-6.0080415'), Decimal('-105.375029'))	601-36-1982
690	F	Technical sales engineer	AB+	Nicole Holland	Black	"533 Christian Drive Apt. 474
New Nicole, WI 96290"	02/02/1927, 00:00:00	(Decimal('-5.649368'), Decimal('-29.763079'))	273-58-7203
691	M	Catering manager	B+	Brent Li	Asian	"11591 Collins Forks
Williamsburgh, KS 72737"	1995-12-15	(Decimal('7.3685065'), Decimal('-159.780412'))	252-49-1448
692	F	Designer, multimedia	O-	Stacy Hill	Black	"PSC 3847, Box 4665
APO AE 14250"	1928-04-20	(Decimal('-82.954654'), Decimal('-96.730062'))	010-08-9277
693	M	Psychotherapist	B+	Brian Flores	White	"5725 Mendoza Pines Apt. 408
Roberttown, AR 60178"	10 Jun 2017	(Decimal('-76.747456'), Decimal('104.557558'))	488-45-8473
694	M	Television production assistant	A+	Nathan Rodriguez	Black	"31681 Pamela Grove
Bassmouth, IL 46880"	07 Mar 1957	(Decimal('-9.804541'), Decimal('-75.318167'))	478-18-4673
695	M	Research scientist (maths)	O-	Tyler Wright	White	"98770 Thomas Manor Apt. 347
Hernandezmouth, UT 92940"	04 Jan 1916	(Decimal('88.776520'), Decimal('98.021591'))	540-11-4770
696	F	Engineer, electrical	AB+	April Vazquez	White	"1318 Chan Greens Apt. 803
Barnettborough, WV 63612"	18 Oct 1916	(Decimal('-1.4317095'), Decimal('161.290195'))	634-97-9899
697	F	Pharmacist, community	O-	Holly Moore	White	"06027 Calvin Forge Suite 161
Williamsview, OH 93289"	08 Sep 2018	(Decimal('-80.2070685'), Decimal('-158.897599'))	281-97-9896
698	M	Retail merchandiser	AB-	David Richards	White	"313 Hannah Spur Apt. 588
Laraborough, SC 79907"	1960-06-05	(Decimal('-89.4217895'), Decimal('-2.782792'))	057-47-7341
699	M	Curator	B+	Eugene Ellison	black	"095 Tracy Track Apt. 179
Deborahstad, IA 16737"	12/04/1974, 00:00:00	(Decimal('9.8278415'), Decimal('-24.758694'))	717-01-2075
700	M	Chief Executive Officer	O+	Philip Cunningham	Black	"2735 Mark Cape
Brownington, WA 31654"	1966-12-24	(Decimal('-51.4674145'), Decimal('156.543670'))	050-28-4990
701	F	Quality manager	A+	Kimberly Collins	White	"680 Michael Club Suite 504
North Debrafurt, DC 30671"	1992-12-18	(Decimal('44.089968'), Decimal('25.392156'))	096-01-1924
702	F	Tax adviser	O+	Audrey Nelson	White	"63060 Pittman Dam
Curtisburgh, NJ 74207"	08/01/1951, 00:00:00	(Decimal('-9.712174'), Decimal('-74.772740'))	762-08-7755
703	M	Engineer, drilling	O-	Daniel Reynolds	White	"8705 Sanchez Spring
Hardystad, WY 50546"	1915/05/31	(Decimal('-69.2958635'), Decimal('84.560908'))	406-85-2549
704	M	Environmental manager	AB+	Robert Vazquez	black	"9445 Turner Haven Suite 346
Jennifermouth, OH 15829"	1938-02-09	(Decimal('-37.563023'), Decimal('50.944907'))	642-86-8994
705	F	Chief Marketing Officer	AB+	Kristen Thompson	White	"456 Marshall Avenue Apt. 107
Glovertown, KS 64262"	02/27/1962, 00:00:00	(Decimal('-14.788197'), Decimal('127.816703'))	120-07-9338
706	M	Clinical embryologist	AB+	Ian Lucas	White	"75847 Hayes Extension Apt. 772
Brittneyfort, TX 72207"	2005-08-03	(Decimal('23.519564'), Decimal('40.603148'))	336-81-6056
707	F	Chief Executive Officer	B+	Lynn Evans	White	"74860 John Prairie
Hugheston, WY 92388"	04 Apr 1943	(Decimal('-81.5555765'), Decimal('-21.656038'))	237-96-8573
708	M	Art gallery manager	AB-	Max Morgan	Black	"1544 Jennifer Meadows
Parkerburgh, MN 88642"	1961-02-10	(Decimal('-65.7775345'), Decimal('13.394254'))	169-81-2915
709	M	Television production assistant	O-	Anthony Jordan	Black	"9640 Edward Square Apt. 147
North Dominic, AR 81358"	2015-06-12	(Decimal('65.5284565'), Decimal('39.949807'))	815-22-6960
710	F	Petroleum engineer	B+	Meghan Carter	White	"426 Baker Burg Apt. 317
Walkershire, NE 21044"	07/15/2007, 00:00:00	(Decimal('72.478272'), Decimal('162.170319'))	662-63-5335
711	F	Fitness centre manager	A+	Madison Strickland	White	"923 Smith Corners
Mosston, DC 30114"	12 Jul 1949	(Decimal('45.8860805'), Decimal('-47.546923'))	013-38-1465
712	F	Engineer, aeronautical	AB+	Lynn Taylor	black	"89948 Stacey Squares Suite 772
East Thomasside, OH 29547"	1927-09-29	(Decimal('-13.1551035'), Decimal('-30.544722'))	437-90-9010
713	F	Engineer, maintenance (IT)	B-	Carmen Thomas	Black	"7095 Lisa Junctions Suite 863
West Madisonmouth, WA 19147"	01/19/2015, 00:00:00	(Decimal('-65.756193'), Decimal('94.826364'))	506-71-1493
714	F	Designer, industrial/product	A+	Veronica Rhodes	White	"793 Salazar Knoll Suite 403
Morganburgh, IN 18956"	2011-07-31	(Decimal('22.1111135'), Decimal('177.966496'))	540-11-6718
715	F	Geophysicist/field seismologist	A-	Cindy Young	Black	"674 Cheryl Falls
Amandaport, WI 22080"	1924/07/04	(Decimal('63.1974795'), Decimal('44.437672'))	342-79-1327
716	M	Physiological scientist	O-	Kevin Perry	White	"965 Kevin Loaf
Port Derekbury, DE 25084"	09 Apr 1915	(Decimal('-24.896258'), Decimal('-29.384388'))	118-90-1678
717	M	Scientist, clinical (histocompatibility and immunogenetics)	O+	Matthew Williams	Indian	"45803 Brooks Vista Suite 486
East Kimborough, MA 95047"	1934-12-20	(Decimal('-55.049514'), Decimal('-23.433870'))	779-14-9483
718	F	Civil engineer, consulting	B+	Amanda Hernandez	Black	"870 Alexander Land
Erikaside, MO 13705"	1996/06/21	(Decimal('-4.6698545'), Decimal('169.534462'))	852-97-5006
719	F	Restaurant manager	AB+	Hannah Richardson	White	"840 Walsh Spring Apt. 446
Port Stephentown, NC 39723"	1923-02-17	(Decimal('-83.6635775'), Decimal('171.104722'))	782-40-9801
720	F	Journalist, broadcasting	O-	Carly Young	White	"114 Cruz Route Suite 374
South Sandra, HI 40721"	29 Jan 1956	(Decimal('-75.174547'), Decimal('-140.827109'))	304-18-0678
721	M	Physiotherapist	AB-	Ronnie Kaufman	Black	"56953 Banks Burg
Williamsstad, IL 56884"	06 Dec 2016	(Decimal('15.432318'), Decimal('-53.933609'))	486-47-8140
722	F	Chemical engineer	A+	Alyssa Myers	Black	"USNS Lee
FPO AP 28279"	15 Aug 1996	(Decimal('-56.903017'), Decimal('-87.736226'))	230-50-8183
723	F	Stage manager	A-	Gina Acevedo	white	"5518 Emily Divide Apt. 636
Lake Ronniechester, OH 20316"	2005/05/16	(Decimal('-68.589597'), Decimal('121.269472'))	364-07-3754
724	F	Charity officer	AB-	Gail King	White	"29083 Kevin Causeway Suite 415
West Joshua, LA 33870"	1997/04/19	(Decimal('-3.433361'), Decimal('-18.148457'))	512-22-4619
725	F	Civil engineer, contracting	O-	Monica Delacruz	Asian	"9215 Rice Road
Ethanfurt, FL 01784"	1977-03-22	(Decimal('52.926932'), Decimal('-112.564901'))	171-92-5498
726	F	Plant breeder/geneticist	A-	Debbie Garner	Black	"066 Allen Camp Apt. 986
Chaseborough, AK 14787"	1978-08-04	(Decimal('-47.9607635'), Decimal('-1.169567'))	792-31-1818
727	F	Magazine journalist	A-	Cheryl Prince	Black	"0087 Michael Cliff
New Bradley, PA 66025"	09/13/1998, 00:00:00	(Decimal('-7.679157'), Decimal('-179.366923'))	563-88-0128
728	M	Horticulturist, amenity	AB+	Joseph Christensen	Black	"1749 Castillo Well
Robertshire, WI 58278"	1934/05/31	(Decimal('29.497596'), Decimal('-166.303365'))	289-53-0442
729	F	Arboriculturist	B+	Courtney Brown	Black	"964 Stephens Prairie
Leeton, MN 19651"	1922-02-06	(Decimal('76.6252135'), Decimal('148.157912'))	851-65-6047
730	F	Systems analyst	AB-	Regina Johnson	White	"0414 Martin Glen
Weberfurt, NV 26535"	1950/02/04	(Decimal('56.492738'), Decimal('-140.800830'))	808-46-0695
731	M	Loss adjuster, chartered	A-	Peter Forbes	Indian	"959 Martinez Coves Suite 496
Noblebury, MS 30759"	2019-03-25	(Decimal('53.8970625'), Decimal('-95.530334'))	855-47-4177
732	F	Paediatric nurse	O-	Jennifer Sexton	Black	"40988 Garcia Forks
Smithberg, IA 88468"	1908/11/09	(Decimal('68.796146'), Decimal('131.900585'))	257-47-3302
733	M	Public relations officer	B-	Anthony Smith	White	"PSC 4660, Box 5421
APO AP 34714"	21 Oct 1987	(Decimal('9.4609995'), Decimal('116.073656'))	280-16-9375
734	F	Warden/ranger	B+	Stephanie Estrada	Black	"99802 Lee Drive Apt. 339
Barreratown, TN 06239"	27 Dec 1999	(Decimal('11.656839'), Decimal('73.848199'))	601-43-5752
735	F	Teacher, music	AB+	Jennifer Arias	Black	"860 Strickland Tunnel Apt. 447
Jorgemouth, MT 53592"	1915/03/18	(Decimal('62.848200'), Decimal('106.880751'))	825-90-3336
736	M	Public relations officer	B+	Dale Harmon	Black	"1106 Fowler Stream
West Anthony, CO 87542"	1987/07/15	(Decimal('60.914666'), Decimal('158.269550'))	592-78-0488
737	F	Advertising account planner	A+	Sherry Oliver	Indian	"960 Joshua Club Apt. 062
Torresberg, TX 56769"	03/13/1954, 00:00:00	(Decimal('-39.535470'), Decimal('111.798492'))	223-24-2334
738	F	Intelligence analyst	A+	Melissa Robles	Asian	"6634 Perez Green
Jacobmouth, OK 37964"	1968-12-31	(Decimal('-27.5783305'), Decimal('-166.112417'))	085-24-1990
739	F	Legal secretary	O+	Patricia Ferguson	Black	"792 Bailey Station Apt. 770
Ashleychester, OH 73263"	28 Jan 1934	(Decimal('10.514452'), Decimal('-117.241365'))	413-61-3590
740	F	Ophthalmologist	O-	Lisa Haynes	black	"716 Reed Drives Apt. 650
New Jordanmouth, WA 00582"	10 Nov 1927	(Decimal('-43.413822'), Decimal('-50.553558'))	443-52-6994
741	F	Market researcher	O+	Allison Meza	Black	"0472 Campbell Freeway
Chelseashire, ME 21681"	1951/01/24	(Decimal('65.9583515'), Decimal('152.753337'))	008-15-5392
742	F	Soil scientist	B+	Sara Miranda	Asian	"2234 Kimberly Ford Apt. 283
Martinezfort, ND 31982"	30 Sep 2006	(Decimal('71.126550'), Decimal('-73.142941'))	429-89-5803
743	M	Clinical cytogeneticist	A-	Jeffrey Berg	Hawaiian	"3236 Chang Mountains Suite 699
West Charles, VT 15428"	07/14/1946, 00:00:00	(Decimal('51.2088795'), Decimal('37.982026'))	702-59-4870
744	F	Adult guidance worker	A+	Bianca Grimes	Asian	"520 Jeffery Ridge
Brianmouth, NC 17463"	10/11/1906, 00:00:00	(Decimal('89.9609125'), Decimal('96.707881'))	784-83-0806
745	M	Conservation officer, nature	A+	Michael Gibson	White	"0844 Caitlin Brooks Suite 075
Lindaberg, NE 58362"	17 Sep 1954	(Decimal('-20.1066135'), Decimal('-146.147310'))	189-63-4392
746	M	Nurse, adult	AB-	Calvin Johnson	White	"211 Price Islands Apt. 252
West Kristin, GA 55592"	31 Oct 2007	(Decimal('-8.649562'), Decimal('16.166660'))	087-25-0099
747	F	Nurse, mental health	B-	Elizabeth Carson	White	"3292 Smith Knolls
New Rachelport, IL 12666"	01/25/1915, 00:00:00	(Decimal('23.8890185'), Decimal('61.392893'))	097-14-2495
748	M	Police officer	AB+	Christian Morris	White	"27714 Turner Ways
West Brianstad, VA 77473"	1947/09/19	(Decimal('-29.4067855'), Decimal('-91.049417'))	244-87-6985
749	F	Financial planner	A+	Tiffany Randall	White	"2721 Rodriguez Center Apt. 374
West Jessica, ME 01215"	14 Sep 1913	(Decimal('-20.543533'), Decimal('82.742236'))	019-26-4572
750	F	Retail buyer	O+	Angela Dickson	White	"359 Tammy Centers Apt. 791
Port Kevin, MA 01402"	29 Jun 2004	(Decimal('10.8479565'), Decimal('74.298237'))	350-37-3378
751	M	Sports development officer	A-	Charles Jones	white	"6161 Garcia Lane Apt. 787
Port Alexandraside, AZ 87916"	10/31/1913, 00:00:00	(Decimal('-3.7850935'), Decimal('83.056890'))	073-20-2618
752	M	Chartered accountant	A-	Alec Garcia	White	"4369 Little Plains Apt. 022
Justinburgh, MD 48272"	07/24/1912, 00:00:00	(Decimal('32.4354545'), Decimal('165.855851'))	840-21-9130
753	F	Lawyer	AB+	Sarah Moran	Hawaiian	"17345 Gordon Place Suite 816
Juliechester, WA 02129"	01/10/1965, 00:00:00	(Decimal('-40.9742365'), Decimal('-13.669215'))	377-82-2708
754	M	Hospital pharmacist	A-	Ruben Kane	White	"78722 Brandt Stream
Williamsside, KY 25687"	02/18/1919, 00:00:00	(Decimal('-34.8408815'), Decimal('-17.117754'))	760-28-3348
755	M	Aid worker	O-	Ronald Gonzales	Black	"0005 Stacy Heights Apt. 013
Wangmouth, NJ 87706"	01/18/1910, 00:00:00	(Decimal('64.5477445'), Decimal('170.819489'))	388-32-0199
756	M	Librarian, public	AB-	Andre Farmer	White	"26549 Thomas Knolls
South John, DC 52329"	05/26/1942, 00:00:00	(Decimal('-69.2179925'), Decimal('-114.692254'))	091-26-7140
