	er-cv	name	indicator	leukocyty	weight	ssn	relationship	etytr	smoker	erytrocyty	trombocyty	hemoglobin	ast	alp	alt	hematokrit	hbver
2041	36.02679	Douglas Perry	1.00000	5.13383	76.18410	136-49-5119	single	6.63977	no	6.39380	6.26408	1.59325	31.29391	52.46904	5.67612	6.43088	3.97974
2042	61.47904	Yvonne Castro	1.00000	5.10269	28.95536	720-25-1063	separated	6.42226	Y	7.62457	4.72293	5.29041	62.00085	70.32717	14.30132	6.14351	7.20172
2043	49.19179	Eric Choi	1.00000	6.85973	112.34097	480-44-4001	divoced	5.89856	N	6.24124	5.37394	3.80046	21.31228	5.56338	10.72933	3.71599	6.61470
2044	33.99349	Ernest Carter	1.00000	5.21513	76.13390	546-93-4993	married	5.76940	no	7.43826	6.47269	7.64654	67.07037	64.78462	17.60391	7.70672	10.42888
2045	58.71490	Nathan Moore	1.00000	5.11537	65.14709	214-79-6894	married	7.54711	no	4.18985	6.30252	4.26574	56.65895	31.51669	10.72080	7.90728	8.10737
2046	40.37932	Christopher Herrera	0.00000	7.16460	119.03329	571-60-2471	separated	7.47235	Y	5.77036	6.02619	6.76974	40.82350	84.43646	8.42437	9.95712	6.88947
2047	49.55180	Antonio Jenkins	1.00000	5.08339	62.07166	404-64-4455	single	6.09933	Y	6.01002	6.55271	6.21646	63.04764	84.46400	10.64378	6.66103	9.20897
2048	73.85071	Donald Ortiz Jr.	1.00000	5.04270	50.63640	339-80-3114	divoced	5.90915	Y	4.66920	5.63136	6.88026	42.85140	85.31668	7.97220	9.42483	9.62285
2049	29.03077	Timothy Williams	0.00000	8.11694	87.32050	855-46-1497	single	4.31467	no	7.24279	6.64391	10.51952	36.97744	33.68034	12.06054	7.45524	7.47058
2050	31.36456	Teresa Cook	1.00000	6.93956	77.11998	360-85-4387	widowed	5.47853	Y	3.90926	5.36393	5.98602	59.68890	87.98563	5.02263	7.79976	6.40973
2051	62.50894	Danielle Harris	0.00000	6.44213	136.53081	697-65-1816	single	7.89629	yes	7.55279	8.06878	3.48950	24.11053	9.71473	18.91254	8.48816	7.98220
2052	66.10701	Howard Tyler	0.00000	6.33925	26.05627	484-12-8800	divoced	6.76790	no	5.48162	5.86556	6.26349	45.78010	88.71790	11.67812	6.91540	6.74753
2053	43.03819	Mr. Kyle Spencer	1.00000	5.12141	100.70529	773-96-6294	married	5.75660	no	7.13976	6.40082	3.43171	37.23008	9.62938	13.39510	8.33818	5.57959
2054	50.05003	Victoria Brooks	1.00000	4.02892	42.98160	514-09-7209	divoced	5.33755	no	5.13820	6.19082	7.52544	74.10270	66.57791	7.88299	4.90324	8.35114
2055	41.39728	Bethany Hardy	1.00000	7.53543	116.98724	465-41-8859	nop	5.69267	no	7.18053	6.68600	5.45853	31.90819	77.71214	16.56248	5.87736	7.52919
2056	33.63363	David Oconnor	1.00000	4.86833	63.08576	612-20-7400	divoced	4.75018	Y	4.78526	4.97057	2.61329	63.69419	12.91881	8.04588	8.33217	5.44848
2057	59.53645	Erin Thomas	1.00000	5.10972	82.39296	063-24-8229	nop	6.22377	Y	5.28077	4.60644	3.77220	50.80096	25.73050	7.27667	7.52223	6.85717
2058	42.68103	John Wolf	1.00000		41.65170	041-58-5636	single	5.33452	N	7.68863	4.15677	6.02946	55.25756	90.69846	17.09327	6.33261	8.65441
2059	43.00694	Marie Copeland	0.00000	6.91712	103.91950	835-83-4348	separated	4.51424	Y	5.58019	4.66011	4.60982	34.78874	53.88173	7.45168	8.05582	6.80260
2060	34.50134	Leslie Duncan	0.00000	8.01991	29.30669	899-04-0475	married	5.60355	no	6.38328	7.12850	7.62779	54.07298	62.21754	5.32816	6.25960	8.36756
2061	48.06873	Judy Rivas	1.00000	6.61348	55.15599	574-35-7293	married	6.09040	no	5.82851	7.13274	5.34741	64.57370	81.83387	6.18235	4.99945	6.96636
2062	23.55154	Madison Turner	1.00000	7.92236	120.43574	129-08-7990	divoced	6.95033	no	7.07892	5.87334	4.20848	48.32313	36.66648	12.06224	4.86045	7.55401
2063	23.69758	Carl Lee	0.00000	7.45519	15.94990	782-53-4059	married	5.60660	no	6.61449	6.15011	6.43141	34.19909	87.61760	13.40998	7.08510	7.86905
2064	59.10549	Frank Hunt	1.00000	7.85536	49.19371	857-16-1321	single	6.36847	no	7.37614	5.73674	5.74860	88.26330	81.94802	20.15726	6.31472	7.44830
2065	46.99808	Eric Gould	1.00000	5.09467	78.89862	887-81-4005	married	5.38794	yes	6.78374	5.65180	5.60464	46.74981	76.61858	11.96726	8.31333	7.61262
2066	48.79266	Oscar Mcknight	1.00000	7.92602	70.66444	621-59-6163	married	4.93915	Y	8.56965	7.59270	3.22393	49.20412	14.12579	31.53965	4.39048	6.92401
2067	64.00338	Mark Mathis	0.00000	6.50995	36.64127	032-60-4889	divoced	7.21317	no	5.41362	5.58758	7.07236	44.32300	81.19215	10.78294	7.64287	6.67719
2068	64.63035	Matthew Weaver	1.00000	4.59213	17.87021	334-28-6551	separated	6.37972	no	6.40075	6.92608	5.76076	54.25635	80.72338	6.10049	6.51471	6.92075
2069	30.49211	Shannon Diaz	0.00000	8.61155	109.39227	667-67-2483	nop	4.90311	no	4.91479	4.40652	8.35584	52.32193	31.84322	10.97183	5.96534	6.10836
2070	31.56056	Tracy Perez	1.00000	4.83336	17.21301	181-13-2955	single	6.13642	no	5.58975	5.83490	6.06573	43.66655	87.02333	7.45351	7.34833	6.85930
2071	47.21174	Erin Sherman	1.00000	7.72528	65.32909	731-87-2166	single	9.64669	no	6.78064	4.64098	5.65171	31.15683	84.12039	12.13605	4.90661	8.22937
2072	62.52348	Carlos Potts Jr.	1.00000	4.75262	10.82388	459-29-3392	single	6.07590	Y	5.29254	5.79322	4.77819	58.86605	54.08604	9.64109	7.61923	6.04751
2073	41.81426	Courtney Martinez	1.00000	4.06626	2.37782	691-09-9165	divoced	6.57706	no	4.54461	5.59966	6.89651	74.59415	84.18751	9.59039	7.48087	6.98456
2074	31.42012	Mary Hunter	0.00000	9.01779	55.84730	898-08-4501	married	4.90007	yes	6.13576	5.04386	9.79244	63.90636	17.20334	8.27816	7.73667	8.28248
2075	60.29284	Jack Haley	1.00000	5.56069	20.48107	112-45-4554	single	5.50023	no	6.44564	5.50629	4.53134	71.83468	34.59607	10.54473	3.10202	6.63155
2076	40.90708	Thomas Sellers DDS	0.00000	7.49742	15.57178	110-71-9861	married	5.13242	no	7.89673	5.21645	6.27516	82.63228	87.89097	21.76476	9.57974	7.33843
2077	51.20560	Kristopher Sanchez	0.00000	8.51483	119.51975	106-53-5144	married	7.46258	no	6.98007	6.80293	4.66205	49.57432	44.44525	13.40100	6.48684	6.82625
2078	62.52230	Joshua Holden	1.00000	6.69379	32.53564	261-41-9506	divoced	4.89078	no	6.19400	6.55018	6.27810	54.50102	88.67234	8.70335	7.15244	6.68823
2079	47.70385	Benjamin Lutz	1.00000	9.28353	44.64057	201-54-7049	separated	6.02424	Y	4.96567	6.14011	3.16891	58.08009	11.49626	10.08861	3.98957	7.54097
2080	66.20188	Bryan Richard	1.00000	8.35621	122.37757	344-31-5672	widowed	7.31154	no	7.22135	5.14125	6.74172	47.04264	80.34040	15.31388	8.06290	7.63008
2081	38.46434	Jamie Kim	0.00000	8.92821	106.96704	141-91-4890	divoced	7.08913	yes	7.09280	6.96434	5.90781	31.28576	82.45373	12.54540	6.00374	6.22721
2082	17.60169	Deborah Werner	0.00000	5.99633	60.87482	451-67-4030	married	5.12091	yes	6.34819	6.24926	7.64532	60.14676	55.04376	10.10138	7.83090	5.63306
2083	41.96750	Alicia Williams	0.00000	7.17634	92.76281	422-36-0880	separated	5.84784	yes	8.21699	8.22342	4.38390	64.00011	41.20865	24.63653	7.66704	7.81362
2084	44.49615	Chad Khan	1.00000	5.49322	58.56838	334-33-9782	divoced	7.33910	no	6.78176	5.50497	4.10232	35.78741	23.34702	10.89368	8.76567	6.89636
2085	47.33202	Debra Martinez	0.00000	7.43415	73.15712	456-07-8603	separated	7.61475	no	5.96978	4.89252	7.46648	50.56539	65.47729	10.54891	8.22453	7.34153
2086	37.41828	Julia Petersen	1.00000	7.36821	117.86590	358-13-0619	single	6.40386	N	4.99187	5.67433	4.06419	44.31006	19.86290	12.57851	3.21699	7.61224
2087	46.91783	Danny Wall	1.00000	5.46791	37.98792	337-35-5827	single	6.05094	Y	5.11234	6.26969	4.01236	60.99901	31.00188	8.21307	6.13647	7.70522
2088	39.08639	Donald Acosta	0.00000	9.02380	88.58736	378-20-5780	separated	5.31279	yes	7.68271	5.76818	5.34485	14.38638	73.72520	17.83827	5.87922	6.70172
2089	45.48236	Brandon Ellis	1.00000	7.90127	64.45460	566-97-2789	divoced	6.00037	no	7.48141	5.85069	5.77837	55.38397	85.58046	11.49723	4.29565	8.89564
2090	73.61529	Wesley Kelly	0.00000	7.68789	71.45609	059-09-8417	married	5.40819	no	4.98126	6.63327	6.23900	54.22908	92.98100	10.74898	8.85334	7.80552
2091	53.91575	Nancy Brewer	0.00000	6.57835	119.32710	656-88-2482	single	7.45060	Y	6.24327	5.64630	5.75246	36.31596	82.92957	10.66087	8.19932	6.95941
2092	64.13168	Randall Martinez	1.00000	4.99263	80.81726	854-49-7728	nop	6.13723	yes	7.12609	6.03522	6.96539	40.62469	80.89438	17.36173	9.01925	9.79330
2093	45.97128	Shelley Lewis	1.00000	4.45756	69.61894	312-55-4931	divoced	6.69440	yes	6.91612	6.63791	4.52457	46.95979	38.35055	6.11122	6.87817	7.72593
2094	29.61236	Susan Flores	1.00000	6.46935	-7.64786	854-27-4296	separated	7.07891	no	6.48393	5.05578	5.72535	45.57062	81.19396	9.52020	6.08498	6.51446
2095	49.44950	Joshua Smith	0.00000	5.36974	36.74420	592-31-8593	divoced	6.59084	yes	6.31846	5.47151	3.63816	61.94753	17.25328	9.89346	9.31657	9.01961
2096	78.45689	Billy Holmes	1.00000	4.20751	83.04312	637-64-9217	single	4.91053	no	6.03149	5.46408	7.73762	27.25341	58.37453	7.34822	8.11829	8.66783
2097	36.75337	Jose Hall	1.00000	9.46383	110.97687	849-47-3938	married	6.00485	no	7.59716	7.56334	3.68221	45.97773	18.15352	21.77475	5.33153	7.52167
2098	47.83178	Carla Carlson	0.00000	6.85718	3.58785	760-56-7822	divoced	5.83632	no	5.98990	7.77123	7.09169	45.73687	77.29390	12.76032	6.25412	7.12867
2099	51.59397	Marissa Scott	0.00000	7.80748	103.78436	890-71-4168	married	5.35772	yes	5.79002	7.70538	4.55401	34.58497	39.05032	9.08906	7.10918	7.28935
2100	60.12346	Steven Reed	1.00000	9.79167	93.90913	085-57-9476	widowed	5.38536	yes	5.95141	5.29598	2.86620	38.20185	13.33408	11.57483	3.12086	7.71637
2101	46.51391	Nicholas Oconnor	1.00000	4.78079	77.61377	240-91-0726	single	7.16663	no	7.80568	7.28287	4.10625	31.02833	21.60093	19.75736	6.59299	5.57556
2102	61.13016	Dylan Randolph	1.00000	7.92456	105.54166	495-59-6022	married	5.14651	no	7.26159	4.46808	3.87912	55.04222	25.38722	12.73941	3.98191	7.66804
2103	50.81792	John Wolf	0.00000	6.61318	78.12898	041-58-5636	married	5.15434	no	6.55402	6.38267	6.82230	62.89690	91.34546	9.75711	7.77320	8.37016
2104	57.02154	Richard Davis	0.00000	7.94931	42.48530	032-59-3255	nop	6.72956	Y	6.29737	5.24265	3.39669	76.54905	21.02903	8.06883	6.98867	8.15520
2105	29.28835	Barry Faulkner	1.00000	5.12766	145.29640	844-64-4946	divoced	6.72437	yes	5.47148	6.24831	5.03912	57.06644	67.51362	9.05047	11.16806	9.15359
2106	40.95838	Michelle Kelly	0.00000	6.45877	103.93626	023-05-5732	divoced	6.05323	no	6.52866	5.50034	4.38055	58.05650	34.89435	10.85213	8.14781	9.14418
2107	82.59611	Michael Barber	1.00000	4.96495	19.54388	650-66-2708	married	4.17278	no	6.65761	6.55372	6.03742	32.33309	87.69255	11.63715	7.63351	9.08369
2108	45.59571	James Walton	1.00000	9.79427	162.20665	213-06-9347	divoced	6.91727	yes	6.92186	6.19755	3.35137	33.49617	11.43592	9.19802	3.61255	8.49033
2109	48.19735	Robert Watkins	1.00000	4.98272	66.05597	553-67-1203	married	7.13303	no	3.88235	6.18728	5.22020	68.67834	78.80924	9.92257	9.12084	6.63432
2110	62.58563	Angelica Saunders	1.00000	5.11267	40.14486	074-27-6859	married	5.84453	no	8.22343	5.44669	4.23809	33.16196	30.83199	25.61411	4.17078	5.01484
2111	72.43680	Rachel Rivera	1.00000	6.97597	52.99075	454-28-9511	married	6.72765	Y	5.25177	5.69761	4.64035	67.03717	50.52276	9.40900	3.95848	7.40633
2112	65.69452	Audrey Deleon	1.00000	4.90061	130.87206	021-44-0587	nop	8.91638	no	5.84304	7.14984	6.97070	35.56934	86.86005	10.48109	9.52960	8.99381
2113	59.82459	Dorothy Johnson	0.00000	7.73928	51.27613	309-31-1902	separated	6.62061	yes	6.36842	7.36963	4.89624	48.29348	53.11744	9.96574	7.32982	6.05021
2114	32.21639	Cassandra Ruiz	0.00000	7.32336	30.68608	753-67-1849	nop	8.10207	Y	7.07487	7.86314	4.96302	68.03288	58.83667	12.48062	7.22707	8.97898
2115	39.79980	Kristin Dunn	1.00000	8.08302	12.05881	020-42-4260	divoced	7.03427	no	4.98124	6.54313	4.55681	33.30304	41.36334	5.92041	6.09713	6.99246
2116	60.14224	Caroline Ross	1.00000	5.00087	61.93406	257-96-7811	single	6.81713	Y	8.10363	6.22237	4.48903	65.57634	39.07626	23.24639	7.44112	6.12186
2117	56.04357	Diana Allen	1.00000	6.63122	-7.51912	879-13-1610	separated	4.82986	no	7.32927	6.20943	4.68412	69.70879	48.11941	10.46650	4.53181	6.81645
2118	48.90024	Joshua Moore	0.00000	6.89536	69.17293	840-99-2220	single	6.69275	no	6.81931	6.05805	7.97137	64.19399	43.79466	15.28121	7.69114	6.61493
2119	62.03035	Shelby Clark	0.00000	6.64058	95.32656	469-55-9160	widowed	7.85525	no	6.48626	6.06998	5.15806	48.02735	66.34665	13.92718	8.28732	6.58778
2120	43.68715	Christy Gibson	1.00000	7.33961	48.24110	425-78-4674	nop	6.62930	no	7.46001	7.34814	6.15366	77.62639	91.20439	15.19868	5.97874	7.86859
2121	54.11160	Marcus Horton	1.00000	7.96471	93.15621	579-65-1791	nop	5.67805	no	8.09719	7.34427	5.84368	56.34533	90.44037	21.02884	4.99034	8.16428
2122	32.88958	Drew Alexander	1.00000	7.90018	113.09937	793-20-7331	divoced	6.32228	no	7.62255	6.12756	6.08872	52.91949	94.53032	16.99937	5.76008	7.91144
2123	43.95064	Ryan Adams	1.00000	8.17791	57.52963	510-06-1363	single	5.93879	yes	6.86107	6.63841	5.85940	47.09525	87.09480	12.08113	5.24569	8.36523
2124	25.52958	Shelby Jackson	1.00000	7.35894	55.20648	304-10-4848	married	4.60371	Y	5.81473	5.77310	5.53362	41.69035	88.98629	9.40107	7.11777	6.55734
2125	54.47650	Richard White	0.00000	6.85779	121.49826	267-60-5380	widowed	4.97082	no	7.05487	6.72200	6.11098	45.66171	80.99304	11.75053	4.21975	8.16371
2126	41.14283	Mitchell Rowland	1.00000	7.56285	19.60531	883-31-5869	nop	5.84476	Y	6.10461	6.34798	5.40573	48.33229	74.61605	12.23296	4.68337	7.83553
2127	72.64214	Rachel Jenkins	1.00000	4.96526	107.34378	464-52-8447	separated	7.44581	Y	5.61876	6.81783	5.63237	48.35584	87.05042	13.78865	7.16325	7.74426
2128	40.83116	Kayla Blackwell	1.00000	6.70428	12.54537	253-65-3124	divoced	5.51340	yes	5.42503	3.85484	2.74238	54.35075	8.14027	12.55390	1.78106	6.75369
2129	43.89724	Jared Gutierrez	1.00000	4.53103	64.72643	049-48-6906	married	5.64797	no	7.56483	6.47364	5.95300	56.20351	84.41435	15.51284	9.24274	7.36848
2130	36.54756	Joseph Adams	1.00000	6.50947	63.14586	236-21-0691	separated	5.64685	Y	6.20122	5.51430	3.57507	75.71753	15.20666	9.34344	3.25361	6.49924
2131	39.34458	Sandra Allen	0.00000	7.22931	69.54538	096-40-4644	divoced	5.74161	Y	7.18252	4.66722	5.12112	66.51862	66.45912	11.92012	7.15888	9.72172
2132	48.98764	James Smith	1.00000	5.90515	58.95400	394-20-5393	single	6.06099	no	6.67676	6.12467	4.49883	54.67367	41.09318	7.98024	7.12069	8.88715
2133	45.35165	Mr. Nathan Garcia	1.00000	6.44662	23.96056	208-18-0545	separated	6.09760	no	6.39161	7.42699	4.88915	43.55624	61.22007	10.85835	4.43959	6.88670
2134	45.90644	Donna Barnes	0.00000	4.90892	94.83146	700-86-8174	married	5.82430	yes	6.46471	5.23566	5.19344	68.02225	64.70188	8.90845	9.52182	9.22349
2135	45.44220	John Lowe	1.00000	5.28041	73.98468	070-49-5023	married	5.87754	no	7.30490	4.70571	4.84372	37.47817	54.18661	17.05332	6.60999	8.78915
2136	59.74017	Christopher Lynn	1.00000	5.52148	111.24859	510-88-9917	divoced	6.80958	yes	5.47798	7.59403	2.03621	63.10772	35.17305	8.98947	2.74601	5.02767
2137	54.78120	Connie Harris	1.00000	7.61424	26.73390	836-37-7280	single	6.54494	N	5.36705	4.66162	4.89697	51.16092	59.40502		6.99405	8.77729
2138	33.17950	Dr. Catherine Page	1.00000	7.40561	119.34402	641-06-8410	divoced	5.88505	no	5.45162	6.27071	4.99327	39.22639	61.57717	8.01679	5.64138	7.05843
2139	64.68472	Jonathan Tate	1.00000	5.49527	60.75447	200-14-6584	widowed	5.36633	no	6.86406	6.23985	5.04230	46.60388	67.65088	13.20093	3.33708	7.08233
2140	39.67187	Jennifer Smith	0.00000	6.67275	99.65160	423-67-3784	single	4.96277	yes	5.73624	6.24959	3.87022	43.90489	15.79962	11.78049	8.20813	8.03282
2141	52.10295	Heidi King	1.00000	9.29750	22.33752	448-04-5403	divoced	5.75598	no	5.48168	5.36040	6.57811	56.56947	87.37701	11.55956	7.10132	8.68641
2142	60.04763	Abigail Campbell	0.00000	8.15735	43.27355	894-12-7666	widowed	5.75309	yes	6.67650	5.36084	5.41003	61.37776	71.32024	10.75219	6.78823	6.45072
2143	42.30627	Traci Franco	0.00000	7.11443	113.70551	794-58-3494	single	4.41570	yes	6.46409	5.36692	4.85000	38.34869	59.71643	6.80313	7.73276	7.24396
2144	44.45929	Rhonda Skinner	0.00000	7.41452	98.96202	364-55-2102	married	6.26711	Y	7.30831	6.86164	9.69056	28.94345	21.34707	17.21712	5.91490	7.31501
2145	63.41243	Alicia Rowland	1.00000	6.55791	92.24070	769-89-0499	single	5.82482	no	5.85473	8.02497	5.24939	66.92038	70.50925	12.06749	5.99428	6.56794
2146	28.25802	Mrs. Jennifer Jones	0.00000	6.88435	13.58171	684-54-6750	married	6.64494	Y	5.80911	5.76620	3.27477	54.54138	17.37811	9.16104	8.24704	7.10069
2147	63.32001	Vincent Scott	1.00000	6.90034	41.57570	345-39-5545	single	6.31005	Y	6.99963	6.03480	6.27662	53.84960	86.64218	9.60605	6.23822	7.65289
2148	44.31433	Brad Harris	1.00000	5.68856	71.57793	161-93-6382	single	5.13749	yes	6.58625	6.32261	5.28182	64.42718	76.51915	12.36531	5.10600	9.61133
2149	69.43053	Cheryl Prince	1.00000	4.87402	101.86533	563-88-0128	widowed	6.86089	no	7.88877	5.05766	3.42828	56.16857	10.61750	18.71439	7.62987	4.92538
2150	37.18168	Larry Ramos	1.00000	8.60535	147.65208	340-41-5464	married	6.03820	no	5.86090	6.95556	4.08952	55.53889	23.26019	8.08831	6.30328	6.88286
2151	34.12267	Rebecca Martinez	1.00000	6.96261	52.35314	465-16-2329	widowed	7.12734	yes	5.93677	8.59283	3.68934	46.00564	23.63854	8.53962	4.21515	6.49612
2152	33.63550	Robert Johnson	0.00000	8.89844	87.09312	059-66-2514	nop	6.17562	Y	5.60735	7.27842	3.71990	22.51532	13.60201	7.05279	6.36659	6.08412
2153	44.01464	Jack Lewis	1.00000	6.14052	117.94447	475-50-3462	single	6.35218	no	6.46531	5.70364	5.74888	25.55058	87.20757	9.69197	4.73697	7.14914
2154	51.22654	Tina Moore	0.00000	7.65695	47.08459	197-14-9707	married	7.62923	no	6.43459	4.88001	4.69704	38.82135	46.40357	10.42915	7.33769	6.72030
2155	45.99503	Timothy Delgado	0.00000	6.94164	91.92130	682-09-4358	divoced	6.18224	Y	7.84177	6.61147	2.83102	60.18134	18.14895	22.97184	8.20004	7.31870
2156	29.63804	Elizabeth Hernandez	1.00000	9.28895	31.44206	758-90-6005	widowed	5.43726	yes	6.27781		5.03598	43.52109	65.52358	10.63304	6.55002	8.01477
2157	59.65648	Jessica Dean	1.00000	4.95517	62.05292	866-66-9340	married	6.98436	yes	6.42044	7.32732	4.42222	58.40127	40.86306	13.69297	8.51626	6.91307
2158	37.96865	Charles Adams	1.00000	4.35890	40.86141	660-68-5005	married	5.65458	yes		6.46395	7.40991	51.14875	69.82492	3.05223	8.52605	8.76938
2159	8.36888	Brian Mahoney	0.00000	7.59254	51.47761	324-77-1899	divoced	6.63732	no	4.73184	6.74892	5.53830	40.59064	73.77858	7.46547	7.02608	8.17579
2160	82.58071	Joseph Campbell	1.00000	7.77530	155.75752	287-85-1491	nop	6.78815	no	6.52556	7.02622	5.36627	29.46844	77.71006	11.14351	6.29956	7.06609
2161	47.25775	Edwin Pena	1.00000	6.45112	86.41548	381-58-7398	nop	5.87138	no	6.86995	5.85217	2.17172	51.79639	22.51366	16.19935	0.93015	6.57666
2162	43.20476	Amy Rodriguez	0.00000	6.15155	78.24665	681-21-4453	separated	6.95988	no	6.61434	5.17983	5.14280	32.15615	67.05548	7.31845	8.48972	8.18993
2163	41.41816	Emily Oliver	0.00000	11.05137	0.79660	823-73-0811	separated	7.16617	no	7.36369	5.81444	4.46592	58.31987	38.53030	9.60217	4.20642	5.67366
2164	24.02072	Andrew Thomas	1.00000	7.42115	50.68962	499-32-9750	single	5.96355	Y	5.41118	5.48477	5.97770	80.91386	97.43083	6.05175	6.44614	7.29276
2165		Lisa Hays	0.00000	7.07888	39.46887	484-87-5939	married	7.52400	yes	5.86949	4.31052	4.30965	37.33267	39.60123	9.94701	7.50894	9.35166
2166	63.02614	Christina Stone	1.00000	7.91001	58.19626	714-29-5767	nop	5.57143	yes	5.45548	5.47422	4.92013	56.37321	64.29688	8.21506	5.28494	7.42186
2167	55.31339	Jennifer Lopez	0.00000	8.51754	104.95331	234-69-1255	single	5.60461	no	7.04122	6.29601	8.59781	40.67902	25.90359	12.14185	8.00545	8.25071
2168	66.21457	Rachel Barnett	1.00000	6.96988	64.17083	110-84-2776	nop	4.70548	no	6.94389	7.15568	6.71337	25.04831	81.63325	11.33263	7.83847	7.08170
2169	48.59032	Randy Perez	1.00000	5.49547	120.71731	410-38-7261	nop	6.13495	no	6.01835	6.52750	4.99865	43.62716	64.73608	7.67645	3.08698	7.10702
2170	57.48443	Alyssa Berry	1.00000	5.24149	-11.70828	844-75-1493	married	6.60803	no	5.71547	6.65392	6.02470	55.48027	85.84211	9.53030	7.30925	8.21323
2171	32.11985	Dr. Dana Young	1.00000	4.96160	121.11081	263-86-8484	single	5.99137	Y	6.39855	5.84205	6.50112	39.23560	91.17643	8.21500	7.93605	8.44449
2172	44.60906	Brenda Pratt	0.00000	5.18602	47.91333	510-59-1310	single	6.44535	yes	7.57629	4.85740	6.49217	47.83203	80.29774	18.03300	9.29047	7.87639
2173	22.77281	Jacqueline Young	1.00000	9.13075	78.07917	182-96-3149	divoced	7.23788	yes	5.70586	6.08783	4.34211	53.31536	31.27400	7.26361	5.94235	7.58989
2174	76.55048	Chris Garcia	0.00000	7.41345	48.38262	679-53-8376	separated	5.93787	no	5.79554	6.38987	5.52253	43.00458	81.94733	9.67149	8.54758	7.54022
2175	61.00146	Mary Peterson	1.00000	8.17547	5.02337	836-26-5744	widowed	5.90105	no	5.85347	4.97606	6.76942	41.20303	88.01924	11.89775	5.98944	9.02627
2176	27.05584	Jennifer Howard	1.00000	4.56734	97.45828	450-35-7743	separated	6.97954	no	5.89923	5.22762	7.68971	56.93359	54.60283	11.51119	6.32736	8.96620
2177	33.55238	Shirley Rodriguez	1.00000	4.37460	58.82119	776-76-8400	divoced	5.40442	no	7.21935	7.16333	7.37486	58.71350	65.00670	13.56306	8.11414	8.80061
2178	30.12932	John Harris	0.00000	5.54874	108.23770	757-75-8978	single	6.77721	yes	7.94021	6.40256	4.91943	77.64179	54.24155	19.50383	8.89941	9.52854
2179	42.25062	Holly Benson	0.00000	6.82053	71.95781	409-43-2250	married	5.09806	no	4.48596	6.94105	5.59347	31.49656	76.10364	8.33172	7.63352	8.92564
2180	41.70119	James Marquez	1.00000	5.58483	64.89208	864-86-3932	separated	6.52924	no	5.70905	6.50790	3.66197	58.81552	16.87483	5.70453	7.51250	6.49789
2181	59.06708	Rachel Castillo	1.00000	5.16707	70.33366	429-70-9136	married	5.46725	no	5.55468	6.07454	5.57744	68.22557	81.56130	9.64063	6.87305	8.83422
2182	26.95339	Nicole Murray	1.00000	6.81783	112.87411	899-45-9472	single	6.69083	no	4.51243	6.37935	3.92741	65.22036	24.56630	7.25022	3.47730	6.80877
2183	62.77545	Douglas Schultz	0.00000	8.96980	63.14866	086-86-8423	divoced	4.38326	no	6.13916	4.27018	11.43195	56.18483	66.18789	12.92278	5.67334	8.48019
